word,side,affix,root,root_free,method,zipf,freq,comp
wily,suffix,y,wile,True,family,2.8,6.31e-07,-0.01590801030397415
searcher,suffix,er,search,True,family,2.43,2.69e-07,-0.015544739551842213
considerable,suffix,able,consider,True,family,4.25,1.78e-05,-0.01520658191293478
polymer,prefix,poly,mer,True,freeroot,3.64,4.37e-06,-0.014882578514516354
expend,prefix,ex,pend,True,family,2.9,7.94e-07,-0.014099480584263802
volition,suffix,ion,vol,True,freeroot,2.83,6.76e-07,-0.0140225850045681
ordinary,suffix,ory,ordin,False,family,4.42,2.63e-05,-0.014019514434039593
adventist,suffix,ist,advent,True,family,2.79,6.17e-07,-0.013820694759488106
easement,suffix,ment,ease,True,family,2.79,6.17e-07,-0.013493849895894527
mountie,suffix,y,mount,True,family,2.13,1.35e-07,-0.01269879937171936
afterbirth,prefix,after,birth,True,family,2.02,1.05e-07,-0.01268799789249897
unroll,prefix,un,roll,True,family,2.26,1.82e-07,-0.012123912572860718
groupie,suffix,y,group,True,family,2.65,4.47e-07,-0.012099378742277622
porter,suffix,er,port,True,family,3.98,9.55e-06,-0.01190706342458725
medicaments,suffix,ment,medic,True,family,1.75,5.62e-08,-0.011890225112438202
ingrain,prefix,in,grain,True,freeroot,1.82,6.61e-08,-0.011848143301904202
enrolled,prefix,en,roll,True,family,3.92,8.32e-06,-0.011412544175982475
privateers,suffix,eer,private,True,family,2.48,3.02e-07,-0.010909485630691051
opener,suffix,er,open,True,family,3.88,7.59e-06,-0.009588570334017277
logger,suffix,er,log,True,family,2.53,3.39e-07,-0.009346999228000641
unscathed,prefix,un,scathe,False,family,2.99,9.77e-07,-0.009340397082269192
roadie,suffix,y,road,True,family,2.49,3.09e-07,-0.009312699548900127
offspring,prefix,off,spring,True,family,3.77,5.89e-06,-0.00910176057368517
fitment,suffix,ment,fit,True,family,2.07,1.17e-07,-0.008991473354399204
interfere,prefix,inter,fere,True,freeroot,3.88,7.59e-06,-0.0087783457711339
mummery,suffix,ory,mum,True,freeroot,1.88,7.59e-08,-0.00765346921980381
roughly,suffix,ly,rough,True,family,4.36,2.29e-05,-0.007399152498692274
secondly,suffix,ly,second,True,family,3.85,7.08e-06,-0.00722621800377965
apparition,suffix,ion,appar,True,family,2.86,7.24e-07,-0.007177245803177357
estimable,suffix,able,esteem,True,family,2.17,1.48e-07,-0.00716810580343008
unassisted,prefix,un,assist,True,family,2.57,3.72e-07,-0.007036895956844091
abusive,suffix,ive,abuse,True,family,3.87,7.41e-06,-0.0069601829163730145
underpin,prefix,under,pin,True,freeroot,2.67,4.68e-07,-0.006412919610738754
reflux,prefix,re,flux,True,family,2.99,9.77e-07,-0.006045874208211899
medical,suffix,al,medic,True,family,5.16,0.000145,-0.0059751057997345924
tributary,suffix,ory,tribute,True,family,3.15,1.41e-06,-0.005702259950339794
inset,prefix,in,set,True,family,2.85,7.08e-07,-0.005128669552505016
frontage,suffix,age,front,True,family,2.99,9.77e-07,-0.004912691656500101
lingual,suffix,al,lingu,False,family,2.8,6.31e-07,-0.004841898567974567
liner,suffix,er,line,True,family,3.75,5.62e-06,-0.00470777740702033
overturn,prefix,over,turn,True,family,3.22,1.66e-06,-0.004675621632486582
decline,prefix,de,cline,True,family,4.4,2.51e-05,-0.004628370516002178
oversight,prefix,over,sight,True,family,3.83,6.76e-06,-0.004552616737782955
equipment,suffix,ment,equip,True,family,4.88,7.59e-05,-0.0043141599744558334
excise,prefix,ex,cise,True,family,3.26,1.82e-06,-0.0041128769516944885
broiler,suffix,er,broil,True,family,2.65,4.47e-07,-0.0037882092874497175
pleasance,suffix,ance,please,True,family,2.05,1.12e-07,-0.0037685460411012173
bespoke,prefix,be,spoke,True,family,3.2,1.58e-06,-0.0037251017056405544
absently,suffix,ly,absent,True,family,1.92,8.32e-08,-0.003640179755166173
disclose,prefix,dis,close,True,family,3.84,6.92e-06,-0.0032338432502001524
unwind,prefix,un,wind,True,family,3.09,1.23e-06,-0.0027822954580187798
british,suffix,ish,britain,True,family,5.18,0.000151,-0.002770358696579933
gainer,suffix,er,gain,True,family,2.54,3.47e-07,-0.0025686477310955524
prefix,prefix,pre,fix,True,family,3.23,1.7e-06,-0.0024674260057508945
intercourse,prefix,inter,course,True,family,3.6,3.98e-06,-0.002449610736221075
orchestrate,suffix,ate,orchestr,False,family,2.66,4.57e-07,-0.0023525410797446966
cupful,suffix,ful,cup,True,freeroot,1.55,3.55e-08,-0.002252435777336359
serial,suffix,al,seri,True,freeroot,4.23,1.7e-05,-0.002222617855295539
blinder,suffix,er,blind,True,family,2.41,2.57e-07,-0.0021865088492631912
fender,suffix,er,fend,True,freeroot,3.4,2.51e-06,-0.0017513351049274206
offset,prefix,off,set,True,family,3.99,9.77e-06,-0.0015429025515913963
dissemble,prefix,di,semble,False,family,1.86,7.24e-08,-0.001093992032110691
subpoena,prefix,sub,poena,True,freeroot,3.34,2.19e-06,-0.0009794976795092225
worlders,suffix,er,world,True,family,1.65,4.47e-08,-0.0006291645695455372
outstanding,prefix,out,stand,True,family,4.5,3.16e-05,-0.0005514727672562003
chartist,suffix,ist,chart,True,family,2.0,1e-07,-0.0005060546682216227
polyglot,prefix,poly,glott,False,family,2.38,2.4e-07,-0.0001853220019256696
obviously,suffix,ly,obvious,True,family,4.8,6.31e-05,-0.00015947496285662055
contrary,suffix,ory,contra,True,freeroot,4.17,1.48e-05,3.85241728508845e-05
stander,suffix,er,stand,True,family,2.18,1.51e-07,7.535333134001121e-05
exceedingly,suffix,ly,exceed,True,freeroot,3.35,2.24e-06,0.00017362451762892306
prospect,prefix,pro,spect,True,family,4.13,1.35e-05,0.0003405339957680553
communicant,suffix,ant,communic,False,family,1.65,4.47e-08,0.0006388152833096683
roadster,suffix,ster,road,True,family,2.84,6.92e-07,0.0012775848153978586
underground,prefix,under,ground,True,family,4.32,2.09e-05,0.0012951033422723413
cantonment,suffix,ment,canton,True,family,2.38,2.4e-07,0.0015512991230934858
exactly,suffix,ly,exact,True,family,5.15,0.000141,0.001571883913129568
secretarial,suffix,al,secretary,True,family,2.72,5.25e-07,0.0021953710820525885
floater,suffix,er,float,True,family,2.59,3.89e-07,0.0021989312954247
blocky,suffix,y,block,True,family,2.51,3.24e-07,0.002722091507166624
vegetate,suffix,ate,veget,False,family,1.58,3.8e-08,0.0028414165135473013
hospitality,suffix,ity,hospital,True,family,3.9,7.94e-06,0.0030249045230448246
unsay,prefix,un,say,True,family,1.51,3.24e-08,0.003636746434494853
stayer,suffix,er,stay,True,family,1.93,8.51e-08,0.0037672482430934906
wally,suffix,y,wall,True,freeroot,3.45,2.82e-06,0.0039780461229383945
debunk,prefix,de,bunk,True,family,2.68,4.79e-07,0.0040921433828771114
unlettered,prefix,un,letter,True,freeroot,1.53,3.39e-08,0.004190931096673012
prevail,prefix,pre,vail,True,family,3.55,3.55e-06,0.004219941329210997
saturnine,suffix,ine,saturn,True,freeroot,1.74,5.5e-08,0.004227069206535816
journal,suffix,al,journ,True,family,4.77,5.89e-05,0.004251142963767052
salter,suffix,er,salt,True,family,2.81,6.46e-07,0.004314923193305731
disturbingly,suffix,ly,disturb,True,family,2.65,4.47e-07,0.004790361970663071
spiritual,suffix,al,spirit,True,family,4.4,2.51e-05,0.005202214699238539
semblance,suffix,ance,semble,False,family,3.1,1.26e-06,0.005231568124145269
relocated,prefix,re,locate,True,family,3.42,2.63e-06,0.005279011093080044
chancy,suffix,y,chance,True,freeroot,1.97,9.33e-08,0.005301444325596094
eventual,suffix,al,event,True,family,3.73,5.37e-06,0.005392651539295912
winos,suffix,o,wine,True,freeroot,1.57,3.72e-08,0.0054804058745503426
ordinance,suffix,ance,ordin,False,family,3.6,3.98e-06,0.005491179414093494
romish,suffix,ish,rome,True,family,1.52,3.31e-08,0.005570558365434408
piercingly,suffix,ly,pierce,True,freeroot,1.6,3.98e-08,0.005655061453580856
flown,suffix,n,flow,True,family,3.83,6.76e-06,0.006246224977076054
prostitute,prefix,pro,stitute,False,family,3.58,3.8e-06,0.0063493987545371056
underling,suffix,ling,under,True,freeroot,2.24,1.74e-07,0.006412648595869541
dickies,suffix,ie,dick,True,family,2.04,1.1e-07,0.006611436139792204
outline,prefix,out,line,True,family,3.92,8.32e-06,0.006763300392776728
movingly,suffix,ly,move,True,family,2.08,1.2e-07,0.007067013997584581
toner,suffix,er,tone,True,family,3.07,1.17e-06,0.00727465795353055
shorty,suffix,y,short,True,family,3.26,1.82e-06,0.0072945961728692055
runny,suffix,y,run,True,family,2.94,8.71e-07,0.007353639230132103
tracker,suffix,er,track,True,family,3.63,4.27e-06,0.007537883706390858
stricture,suffix,ure,strict,True,family,2.02,1.05e-07,0.008233909495174885
kiddy,suffix,y,kidd,True,family,2.45,2.82e-07,0.008286688476800919
judy,suffix,y,jud,True,freeroot,3.79,6.17e-06,0.008369465358555317
orchestra,suffix,a,orchestr,False,family,4.01,1.02e-05,0.008515285328030586
hamiltonian,suffix,ian,hamilton,True,freeroot,2.75,5.62e-07,0.009203318506479263
particular,suffix,ar,particle,True,family,5.0,0.0001,0.009882432408630848
submerge,prefix,sub,merge,True,family,2.6,3.98e-07,0.01003407035022974
mileage,suffix,age,mile,True,family,3.64,4.37e-06,0.010342154651880264
ordinal,suffix,al,ordin,False,family,2.67,4.68e-07,0.010617420077323914
vicky,suffix,y,vick,True,freeroot,3.35,2.24e-06,0.01069895550608635
beginner,suffix,er,begin,True,freeroot,3.52,3.31e-06,0.010759011842310429
concord,prefix,co,cord,True,family,3.47,2.95e-06,0.010798264294862747
catcher,suffix,er,catch,True,family,3.54,3.47e-06,0.010996519587934017
premeditated,prefix,pre,meditate,True,family,2.94,8.71e-07,0.011545546352863312
principality,suffix,ity,principal,True,family,2.78,6.03e-07,0.01178208738565445
outreach,prefix,out,reach,True,family,3.68,4.79e-06,0.011897450312972069
benighted,prefix,be,night,True,family,2.18,1.51e-07,0.012047752737998962
genius,suffix,us,geni,True,family,4.33,2.14e-05,0.012232543900609016
overlap,prefix,over,lap,True,freeroot,3.7,5.01e-06,0.012562612071633339
steerage,suffix,age,steer,True,family,2.29,1.95e-07,0.012575242668390274
peckish,suffix,ish,peck,True,family,2.02,1.05e-07,0.012913246639072895
intercept,prefix,inter,cept,True,family,3.57,3.72e-06,0.013074737042188644
electric,suffix,ic,electr,False,family,4.72,5.25e-05,0.013258279301226139
notable,suffix,able,note,True,family,4.07,1.17e-05,0.013323504477739334
guardedly,suffix,ly,guard,True,family,1.64,4.37e-08,0.01340726763010025
sententious,suffix,ious,sentence,True,freeroot,1.5,3.16e-08,0.013505306094884872
resemble,prefix,re,semble,False,family,3.73,5.37e-06,0.013589209876954556
trusty,suffix,y,trust,True,family,3.03,1.07e-06,0.01376834511756897
cyclist,suffix,ist,cycle,True,family,3.58,3.8e-06,0.014135369099676609
dismiss,prefix,dis,miss,True,family,3.85,7.08e-06,0.014494218863546848
unveil,prefix,un,veil,True,freeroot,3.2,1.58e-06,0.014569521881639957
newsy,suffix,y,new,True,family,1.92,8.32e-08,0.014604312367737293
beery,suffix,y,beer,True,freeroot,2.15,1.41e-07,0.014818569645285606
stellar,suffix,ar,stell,True,freeroot,3.76,5.75e-06,0.014825890772044659
conscript,prefix,co,script,True,family,2.47,2.95e-07,0.0148885203525424
arrester,suffix,er,arrest,True,freeroot,1.9,7.94e-08,0.015051494352519512
adventure,suffix,ure,advent,True,family,4.46,2.88e-05,0.015383702702820301
smithy,suffix,y,smith,True,freeroot,2.55,3.55e-07,0.015421920455992222
chiefdom,suffix,dom,chief,True,family,1.87,7.41e-08,0.015560193918645382
outvote,prefix,out,vote,True,family,1.59,3.89e-08,0.015746798366308212
imperial,suffix,al,empire,True,family,4.21,1.62e-05,0.01578429900109768
weaver,suffix,er,weave,True,family,3.6,3.98e-06,0.0158548504114151
ailment,suffix,ment,ail,True,freeroot,2.98,9.55e-07,0.015887068584561348
boozy,suffix,y,booze,True,family,2.52,3.31e-07,0.016043011099100113
influx,prefix,in,flux,True,family,3.58,3.8e-06,0.016375703737139702
given,suffix,en,give,True,family,5.41,0.000257,0.016553109511733055
wayward,suffix,ward,way,True,family,3.09,1.23e-06,0.016581255942583084
badness,suffix,ness,bad,True,family,2.47,2.95e-07,0.01667233370244503
known,suffix,n,know,True,family,5.39,0.000245,0.016804391518235207
gainful,suffix,ful,gain,True,family,2.47,2.95e-07,0.016866764053702354
inner,suffix,er,inn,True,freeroot,4.5,3.16e-05,0.016972431913018227
pocketful,suffix,ful,pocket,True,freeroot,2.02,1.05e-07,0.01700551062822342
jumper,suffix,er,jump,True,family,3.7,5.01e-06,0.017233513295650482
tipster,suffix,ster,tip,True,family,2.32,2.09e-07,0.017524488270282745
goner,suffix,er,gone,True,family,2.45,2.82e-07,0.01771128550171852
quickie,suffix,y,quick,True,family,2.76,5.75e-07,0.018009373918175697
toughie,suffix,y,tough,True,family,1.8,6.31e-08,0.018164651468396187
arboreal,suffix,al,arbor,True,freeroot,2.34,2.19e-07,0.018468080088496208
colliery,suffix,y,collier,True,freeroot,2.95,8.91e-07,0.018878299742937088
sentient,suffix,ant,sent,True,family,3.12,1.32e-06,0.01927988789975643
ingoing,prefix,in,go,True,family,1.57,3.72e-08,0.019625673070549965
sector,suffix,or,sect,True,family,4.66,4.57e-05,0.019641809165477753
desmond,prefix,de,mond,True,freeroot,3.41,2.57e-06,0.019685016945004463
backer,suffix,er,back,True,family,3.0,1e-06,0.019888807088136673
silencer,suffix,er,silence,True,freeroot,2.75,5.62e-07,0.02000025287270546
homeless,suffix,less,home,True,family,4.26,1.82e-05,0.020193753764033318
profanation,suffix,ion,profane,True,family,1.5,3.16e-08,0.020202776417136192
catchy,suffix,y,catch,True,family,3.49,3.09e-06,0.02086561545729637
outage,suffix,age,out,True,family,3.26,1.82e-06,0.021178392693400383
sayers,suffix,er,say,True,family,2.8,6.31e-07,0.02173924818634987
quartet,suffix,et,quart,True,family,3.54,3.47e-06,0.021793432533740997
numeracy,suffix,acy,numer,True,family,2.57,3.72e-07,0.021858345717191696
beholding,prefix,be,hold,True,family,2.1,1.26e-07,0.02196536585688591
acquire,prefix,a,quire,True,family,4.13,1.35e-05,0.022304149344563484
atomic,suffix,ic,atom,True,family,3.98,9.55e-06,0.022364087402820587
lineal,suffix,al,line,True,family,2.43,2.69e-07,0.022474505007267
outlying,prefix,out,lie,True,family,3.07,1.17e-06,0.02258092351257801
winger,suffix,er,wing,True,family,3.57,3.72e-06,0.022767813876271248
prewar,prefix,pre,war,True,family,2.64,4.37e-07,0.023116230964660645
distribute,prefix,dis,tribute,True,family,3.79,6.17e-06,0.023592770099639893
woodward,suffix,ward,wood,True,family,3.5,3.16e-06,0.023769577965140343
incised,prefix,in,cise,True,family,2.55,3.55e-07,0.023831360042095184
cavalier,suffix,er,caval,False,family,3.17,1.48e-06,0.023852190002799034
recall,prefix,re,call,True,family,4.4,2.51e-05,0.023881103843450546
upkeep,prefix,up,keep,True,family,3.24,1.74e-06,0.02400730550289154
cavalry,suffix,ory,caval,False,family,3.8,6.31e-06,0.024156831204891205
scaly,suffix,y,scale,True,family,2.81,6.46e-07,0.02423175610601902
conjure,prefix,co,jur,True,family,3.1,1.26e-06,0.02450193464756012
adjourn,prefix,a,journ,True,family,2.71,5.13e-07,0.02490505389869213
arianism,suffix,ism,ariane,True,freeroot,1.94,8.71e-08,0.025081360712647438
trepidation,suffix,ion,trepid,False,family,2.72,5.25e-07,0.02511788159608841
racer,suffix,er,race,True,family,3.45,2.82e-06,0.025207679718732834
factious,suffix,ious,fact,True,family,1.53,3.39e-08,0.025253649801015854
chronic,suffix,ic,chrono,True,freeroot,4.2,1.58e-05,0.025586217641830444
blazer,suffix,er,blaze,True,family,3.27,1.86e-06,0.025763798505067825
surplus,prefix,sur,plus,True,freeroot,3.87,7.41e-06,0.02577010728418827
sown,suffix,n,sow,True,family,2.95,8.91e-07,0.026360217481851578
hematite,suffix,itis,hema,True,freeroot,2.48,3.02e-07,0.026595907285809517
wiry,suffix,y,wire,True,family,2.51,3.24e-07,0.026878325268626213
profiteer,suffix,eer,profit,True,family,2.02,1.05e-07,0.026973586529493332
presser,suffix,er,press,True,family,2.79,6.17e-07,0.027028888463974
actuate,suffix,ate,act,True,family,2.1,1.26e-07,0.027073828503489494
voucher,suffix,er,vouch,True,freeroot,3.47,2.95e-06,0.02738778479397297
acceptation,suffix,ion,accept,True,family,1.6,3.98e-08,0.027538275346159935
embattled,prefix,en,battle,True,family,2.78,6.03e-07,0.027584893628954887
footage,suffix,age,foot,True,family,4.31,2.04e-05,0.027632420882582664
carnal,suffix,al,carn,True,freeroot,2.97,9.33e-07,0.027680808678269386
equipage,suffix,age,equip,True,family,1.7,5.01e-08,0.0278107188642025
vinery,suffix,ory,vine,True,freeroot,1.53,3.39e-08,0.027831539511680603
profanity,suffix,ity,profane,True,family,3.06,1.15e-06,0.02788173034787178
patently,suffix,ly,patent,True,family,2.88,7.59e-07,0.02792169898748398
outback,prefix,out,back,True,family,3.21,1.62e-06,0.02812354266643524
tangent,suffix,ant,tang,True,family,3.19,1.55e-06,0.028157535940408707
badly,suffix,ly,bad,True,family,4.44,2.75e-05,0.028175510466098785
undue,prefix,un,due,True,family,3.29,1.95e-06,0.028344392776489258
peerage,suffix,age,peer,True,family,2.77,5.89e-07,0.02837657742202282
secretion,suffix,ion,secrete,True,family,3.11,1.29e-06,0.02858120948076248
hewer,suffix,er,hew,True,family,1.91,8.13e-08,0.028642667457461357
roofer,suffix,er,roof,True,family,2.29,1.95e-07,0.028724052011966705
impending,prefix,in,pend,True,family,3.53,3.39e-06,0.028749283403158188
potter,suffix,er,pot,True,family,4.11,1.29e-05,0.02876720018684864
blockage,suffix,age,block,True,family,3.0,1e-06,0.02879898063838482
unexpected,prefix,un,expect,True,family,4.23,1.7e-05,0.028853701427578926
reservist,suffix,ist,reserve,True,family,2.47,2.95e-07,0.02899319678544998
absentee,suffix,ee,absent,True,family,3.17,1.48e-06,0.028997965157032013
upshot,prefix,up,shot,True,family,2.68,4.79e-07,0.029042614623904228
oriental,suffix,al,orient,True,family,3.73,5.37e-06,0.029109084978699684
customer,suffix,er,custom,True,family,4.61,4.07e-05,0.029181649908423424
britannic,suffix,ic,britain,True,family,2.1,1.26e-07,0.029206182807683945
stager,suffix,er,stage,True,family,1.9,7.94e-08,0.029836170375347137
jarringly,suffix,ly,jar,True,freeroot,1.74,5.5e-08,0.02993273176252842
beatified,suffix,ify,beat,True,family,2.05,1.12e-07,0.02999618463218212
temperance,suffix,ance,temper,True,family,3.15,1.41e-06,0.030239271000027657
fallen,suffix,en,fall,True,family,4.39,2.45e-05,0.030244814231991768
titanic,suffix,ic,titan,True,freeroot,3.59,3.89e-06,0.030295973643660545
outpatient,prefix,out,patient,True,family,3.32,2.09e-06,0.030427848920226097
swimmingly,suffix,ly,swim,True,family,2.35,2.24e-07,0.030453501269221306
burger,suffix,er,burg,True,freeroot,4.07,1.17e-05,0.03050665184855461
indexer,suffix,er,index,True,freeroot,2.11,1.29e-07,0.03051360882818699
goer,suffix,er,go,True,family,2.59,3.89e-07,0.030705826357007027
kinetic,suffix,ic,kine,True,freeroot,3.44,2.75e-06,0.030772021040320396
streamer,suffix,er,stream,True,family,3.04,1.1e-06,0.030869783833622932
stripper,suffix,er,strip,True,family,3.45,2.82e-06,0.03122766688466072
walker,suffix,er,walk,True,family,4.42,2.63e-05,0.03168005868792534
likewise,suffix,wise,like,True,family,4.04,1.1e-05,0.03185083344578743
monetize,suffix,ize,monet,True,family,2.81,6.46e-07,0.032215867191553116
poky,suffix,y,poke,True,family,1.89,7.76e-08,0.03221955895423889
bodily,suffix,ly,body,True,family,3.78,6.03e-06,0.03222613036632538
decidedly,suffix,ly,decide,True,family,3.37,2.34e-06,0.03224286437034607
upset,prefix,up,set,True,family,4.61,4.07e-05,0.03249421343207359
genii,suffix,i,geni,True,family,2.24,1.74e-07,0.03256698697805405
reform,prefix,re,form,True,family,4.53,3.39e-05,0.032735675573349
disconcert,prefix,dis,concert,True,freeroot,1.62,4.17e-08,0.032911185175180435
cornish,suffix,ish,corn,True,family,3.34,2.19e-06,0.033014263957738876
