word,root,affix,side,zipf,comp
secularism,secular,ism,suffix,3.03,0.628358781337738
silliness,silly,ness,suffix,2.79,0.6284682750701904
antimicrobial,microbial,anti,prefix,3.01,0.6286567449569702
unconvincing,convincing,un,prefix,2.69,0.6289892196655273
soulful,soul,ful,suffix,3.13,0.6291297674179077
reassemble,assemble,re,prefix,2.54,0.6291695833206177
distrustful,distrust,ful,suffix,2.6,0.6293766498565674
pigmentation,pigment,ation,suffix,2.87,0.6294159293174744
harmonious,harmony,ous,suffix,3.15,0.630259096622467
unresolved,resolved,un,prefix,3.3,0.6309910416603088
mysterious,mystery,ous,suffix,4.17,0.6311178803443909
misinterpret,interpret,mis,prefix,2.6,0.6316001415252686
venomous,venom,ous,suffix,3.08,0.6317367553710938
antipsychotic,psychotic,anti,prefix,2.57,0.631972074508667
unabridged,abridged,un,prefix,2.64,0.6321746110916138
shameful,shame,ful,suffix,3.57,0.6323668360710144
unimpressive,impressive,un,prefix,2.55,0.6327766180038452
abnormality,abnormal,ity,suffix,2.89,0.6329914331436157
counterintelligence,intelligence,counter,prefix,2.64,0.6331235766410828
fulfillment,fulfill,ment,suffix,3.44,0.6342010498046875
egalitarianism,egalitarian,ism,suffix,2.52,0.634956955909729
authenticity,authentic,ity,suffix,3.6,0.6349978446960449
elasticity,elastic,ity,suffix,3.1,0.6350811123847961
unfulfilled,fulfilled,un,prefix,2.93,0.6367624998092651
unlawful,lawful,un,prefix,3.72,0.6369649767875671
repayment,payment,re,prefix,3.44,0.6370371580123901
reevaluate,evaluate,re,prefix,2.9,0.6372368931770325
misbehavior,behavior,mis,prefix,2.53,0.6375220417976379
thankful,thank,ful,suffix,3.93,0.6377716064453125
reread,read,re,prefix,3.0,0.6379638910293579
validity,valid,ity,suffix,3.7,0.6381694674491882
nervousness,nervous,ness,suffix,3.04,0.6384871006011963
forgiveness,forgive,ness,suffix,3.87,0.6386218070983887
installation,install,ation,suffix,4.16,0.6389259696006775
bassist,bass,ist,suffix,3.2,0.63907390832901
stoicism,stoic,ism,suffix,2.63,0.6390821933746338
insightful,insight,ful,suffix,3.41,0.6390889883041382
uncooked,cooked,un,prefix,2.69,0.6392484903335571
recapture,capture,re,prefix,3.2,0.6399579048156738
hateful,hate,ful,suffix,3.52,0.6402312517166138
reassure,assure,re,prefix,3.3,0.6404811143875122
assertiveness,assertive,ness,suffix,2.62,0.6409319639205933
outfitted,fitted,out,prefix,2.99,0.641516923904419
resourcefulness,resourceful,ness,suffix,2.55,0.6418094635009766
remarry,marry,re,prefix,2.66,0.6420624256134033
interwoven,woven,inter,prefix,2.81,0.6427884697914124
disobeyed,obeyed,dis,prefix,2.69,0.6428194642066956
neoliberalism,neoliberal,ism,suffix,2.79,0.6432799100875854
effectiveness,effective,ness,suffix,4.05,0.6434201598167419
requirement,require,ment,suffix,4.26,0.6434915661811829
reappointed,appointed,re,prefix,2.53,0.6444451808929443
distinctive,distinct,ive,suffix,4.0,0.6447963714599609
overreacting,reacting,over,prefix,3.1,0.6448769569396973
ownership,owner,ship,suffix,4.4,0.6454506516456604
predominant,dominant,pre,prefix,3.28,0.6455944776535034
remorseful,remorse,ful,suffix,2.6,0.6460839509963989
sweetness,sweet,ness,suffix,3.48,0.646452009677887
unprocessed,processed,un,prefix,2.59,0.6465842723846436
resold,sold,re,prefix,2.76,0.6467005014419556
attainable,attain,able,suffix,3.1,0.6467945575714111
resolved,solved,re,prefix,4.1,0.6467965245246887
unrealistic,realistic,un,prefix,3.54,0.6469141840934753
foolishness,foolish,ness,suffix,3.06,0.647053062915802
recklessness,reckless,ness,suffix,2.78,0.6476302742958069
citizenship,citizen,ship,suffix,4.1,0.6477808952331543
feudalism,feudal,ism,suffix,2.78,0.6478750109672546
unworthy,worthy,un,prefix,3.2,0.6478898525238037
stubbornness,stubborn,ness,suffix,2.83,0.6479139924049377
reappear,appear,re,prefix,3.01,0.6484069228172302
sentimentality,sentimental,ity,suffix,2.81,0.6487001180648804
displeased,pleased,dis,prefix,2.97,0.6490948796272278
deportation,deport,ation,suffix,3.57,0.6491270661354065
dangerous,danger,ous,suffix,4.79,0.649828314781189
regaining,gaining,re,prefix,3.06,0.6498741507530212
multiculturalism,multicultural,ism,suffix,3.09,0.6501041650772095
unloaded,loaded,un,prefix,3.18,0.6513229012489319
unfamiliar,familiar,un,prefix,3.62,0.6515662670135498
sexuality,sexual,ity,suffix,3.97,0.652092456817627
sedimentation,sediment,ation,suffix,2.66,0.6526601910591125
management,manage,ment,suffix,5.13,0.6527438759803772
carelessness,careless,ness,suffix,2.83,0.6531931757926941
misunderstood,understood,mis,prefix,3.61,0.6532196998596191
colonialism,colonial,ism,suffix,3.33,0.6538183093070984
protestantism,protestant,ism,suffix,2.97,0.6539526581764221
reestablish,establish,re,prefix,2.71,0.6541895270347595
unstructured,structured,un,prefix,2.76,0.6544039845466614
rebuild,build,re,prefix,3.9,0.6550324559211731
republished,published,re,prefix,2.97,0.655276894569397
reconsider,consider,re,prefix,3.63,0.655393660068512
romanticism,romantic,ism,suffix,2.97,0.6554399728775024
attainment,attain,ment,suffix,3.15,0.6559770107269287
understandable,understand,able,suffix,3.74,0.6559903025627136
flavorful,flavor,ful,suffix,2.67,0.6568318605422974
confirmation,confirm,ation,suffix,4.08,0.6571090817451477
nonexistent,existent,non,prefix,3.19,0.6572266221046448
unscripted,scripted,un,prefix,2.55,0.6573886871337891
misconstrued,construed,mis,prefix,2.56,0.6574691534042358
partnership,partner,ship,suffix,4.48,0.6576101183891296
dislikes,likes,dis,prefix,3.23,0.6577465534210205
unsatisfied,satisfied,un,prefix,2.98,0.6580200791358948
establishment,establish,ment,suffix,4.42,0.6582669615745544
renegotiate,negotiate,re,prefix,2.72,0.6584728360176086
hinduism,hindu,ism,suffix,3.27,0.6585568785667419
reconstructed,constructed,re,prefix,3.28,0.6586432456970215
interpretation,interpret,ation,suffix,4.22,0.6588568091392517
poisonous,poison,ous,suffix,3.57,0.6589545011520386
governorship,governor,ship,suffix,2.92,0.6590958833694458
unrelated,related,un,prefix,3.8,0.659559428691864
unaffordable,affordable,un,prefix,2.66,0.6601462364196777
impeachment,impeach,ment,suffix,3.59,0.6608982682228088
calmness,calm,ness,suffix,2.89,0.6617643237113953
eroticism,erotic,ism,suffix,2.55,0.6618524193763733
redesigning,designing,re,prefix,2.62,0.6627019643783569
recommendation,recommend,ation,suffix,4.09,0.6627441048622131
affirmation,affirm,ation,suffix,3.24,0.6629540920257568
disprove,prove,dis,prefix,2.93,0.6632987856864929
partisanship,partisan,ship,suffix,2.87,0.6643187999725342
humorous,humor,ous,suffix,3.6,0.6658632755279541
enhancement,enhance,ment,suffix,3.63,0.6659486889839172
readjust,adjust,re,prefix,2.58,0.6674034595489502
bitterness,bitter,ness,suffix,3.45,0.667447566986084
morality,moral,ity,suffix,3.86,0.667772650718689
importation,import,ation,suffix,3.05,0.6693518757820129
enrichment,enrich,ment,suffix,3.52,0.6696889400482178
accomplishment,accomplish,ment,suffix,3.69,0.6699066758155823
unattainable,attainable,un,prefix,2.88,0.6700721383094788
transformation,transform,ation,suffix,4.21,0.6702413558959961
overcrowded,crowded,over,prefix,3.09,0.6704683899879456
adjustment,adjust,ment,suffix,3.88,0.6710352301597595
unsympathetic,sympathetic,un,prefix,2.67,0.6718748211860657
resolve,solve,re,prefix,4.17,0.6726315021514893
rescheduled,scheduled,re,prefix,3.11,0.6738152503967285
antiviral,viral,anti,prefix,2.83,0.6740732192993164
relaxation,relax,ation,suffix,3.71,0.6741450428962708
agreement,agree,ment,suffix,4.88,0.6745398640632629
appointment,appoint,ment,suffix,4.49,0.6746083498001099
aggressiveness,aggressive,ness,suffix,2.86,0.6759704947471619
absurdity,absurd,ity,suffix,3.21,0.6767448782920837
unsuited,suited,un,prefix,2.5,0.6770355105400085
misadventures,adventures,mis,prefix,2.56,0.677230179309845
unlikely,likely,un,prefix,4.31,0.677448034286499
assessment,assess,ment,suffix,4.46,0.6784405708312988
accessible,access,ible,suffix,4.18,0.6793572902679443
professorship,professor,ship,suffix,2.72,0.6794668436050415
leadership,leader,ship,suffix,4.77,0.6797779202461243
resentful,resent,ful,suffix,2.97,0.6806073188781738
catholicism,catholic,ism,suffix,3.37,0.6815950274467468
reshaping,shaping,re,prefix,2.87,0.6818164587020874
mormonism,mormon,ism,suffix,2.75,0.6819267868995667
nonlinear,linear,non,prefix,3.27,0.6821557283401489
cleverness,clever,ness,suffix,2.69,0.6824190020561218
championship,champion,ship,suffix,4.54,0.6825568675994873
columnist,column,ist,suffix,3.58,0.682558000087738
brutality,brutal,ity,suffix,3.6,0.6828085780143738
misinterpreted,interpreted,mis,prefix,3.03,0.6835382580757141
resolving,solving,re,prefix,3.51,0.6836274862289429
courageous,courage,ous,suffix,3.59,0.6838757991790771
reaffirming,affirming,re,prefix,2.65,0.6845780611038208
reaffirm,affirm,re,prefix,2.83,0.6848107576370239
unsuccessful,successful,un,prefix,3.73,0.684906542301178
unacceptable,acceptable,un,prefix,3.87,0.68551105260849
hopeful,hope,ful,suffix,3.79,0.6855735778808594
skillful,skill,ful,suffix,3.13,0.685600221157074
nonverbal,verbal,non,prefix,2.66,0.6861697435379028
reelected,elected,re,prefix,2.95,0.6866140961647034
soreness,sore,ness,suffix,3.0,0.6869547367095947
unflattering,flattering,un,prefix,2.76,0.687006413936615
unwillingly,willingly,un,prefix,2.56,0.6875420212745667
unintentionally,intentionally,un,prefix,3.21,0.6890484690666199
disliked,liked,dis,prefix,3.41,0.6904348134994507
antibacterial,bacterial,anti,prefix,2.89,0.6907221674919128
respectful,respect,ful,suffix,3.71,0.6908841729164124
popularity,popular,ity,suffix,4.24,0.6914114356040955
downloadable,download,able,suffix,3.16,0.6915193796157837
undesirable,desirable,un,prefix,3.36,0.6919811964035034
multicolored,colored,multi,prefix,2.61,0.6924960017204285
improvement,improve,ment,suffix,4.49,0.6928911805152893
refocus,focus,re,prefix,2.72,0.693495512008667
deductible,deduct,ible,suffix,3.36,0.6935427188873291
reopened,opened,re,prefix,3.49,0.6943183541297913
attractiveness,attractive,ness,suffix,3.25,0.6958205103874207
unknowingly,knowingly,un,prefix,3.11,0.6961275339126587
counterterrorism,terrorism,counter,prefix,2.85,0.697689950466156
weakness,weak,ness,suffix,4.19,0.6978088617324829
ruthlessness,ruthless,ness,suffix,2.52,0.6983866095542908
unprofitable,profitable,un,prefix,2.91,0.698582649230957
resurfaced,surfaced,re,prefix,2.88,0.6989211440086365
homosexuality,homosexual,ity,suffix,3.74,0.6994652152061462
transportation,transport,ation,suffix,4.57,0.699748158454895
investment,invest,ment,suffix,4.84,0.7019432783126831
undergraduates,graduates,under,prefix,3.14,0.7021830677986145
disrespectful,disrespect,ful,suffix,3.64,0.7023075222969055
reintroduce,introduce,re,prefix,2.71,0.7034959197044373
nonfiction,fiction,non,prefix,3.26,0.7036731839179993
antisemitism,semitism,anti,prefix,3.15,0.7040214538574219
repayment,repay,ment,suffix,3.44,0.7043694853782654
medalist,medal,ist,suffix,3.22,0.7048541307449341
disagree,agree,dis,prefix,4.09,0.705525279045105
reassert,assert,re,prefix,2.51,0.7070701718330383
enactment,enact,ment,suffix,3.22,0.7074102163314819
unloading,loading,un,prefix,3.24,0.7076669931411743
selfishness,selfish,ness,suffix,3.22,0.7078486680984497
inventiveness,inventive,ness,suffix,2.54,0.7081835865974426
awkwardness,awkward,ness,suffix,3.0,0.7104303240776062
disliking,liking,dis,prefix,2.63,0.712739884853363
suspenseful,suspense,ful,suffix,2.75,0.7145509719848633
totalitarianism,totalitarian,ism,suffix,2.82,0.7147706151008606
vulgarity,vulgar,ity,suffix,2.65,0.7151071429252625
antifungal,fungal,anti,prefix,2.51,0.7160018682479858
authoritarianism,authoritarian,ism,suffix,3.0,0.7162434458732605
unlucky,lucky,un,prefix,3.63,0.7165352702140808
rejoining,joining,re,prefix,2.63,0.7168301343917847
antisemitic,semitic,anti,prefix,2.97,0.7172321677207947
reinstatement,reinstate,ment,suffix,2.99,0.7180385589599609
unaware,aware,un,prefix,3.87,0.7198876738548279
unpalatable,palatable,un,prefix,2.56,0.7210016846656799
rejoin,join,re,prefix,3.19,0.7220591902732849
unjustified,justified,un,prefix,3.03,0.7226892709732056
villainous,villain,ous,suffix,2.84,0.7236285209655762
paganism,pagan,ism,suffix,2.79,0.7239470481872559
development,develop,ment,suffix,5.31,0.724306046962738
recaptured,captured,re,prefix,2.92,0.7245584726333618
undeserving,deserving,un,prefix,2.64,0.7250531911849976
violinist,violin,ist,suffix,3.1,0.7269158959388733
sponsorship,sponsor,ship,suffix,3.72,0.7284614443778992
dictatorship,dictator,ship,suffix,3.64,0.7290776968002319
treatment,treat,ment,suffix,5.01,0.7312461733818054
transplantation,transplant,ation,suffix,3.23,0.7328808307647705
reintroduced,introduced,re,prefix,2.88,0.7361536026000977
unintentional,intentional,un,prefix,3.12,0.7362009882926941
remarried,married,re,prefix,3.08,0.7366220355033875
eagerness,eager,ness,suffix,2.9,0.7368656992912292
postmodernism,postmodern,ism,suffix,2.71,0.7388712167739868
rebuilt,built,re,prefix,3.62,0.7394974827766418
fearful,fear,ful,suffix,3.58,0.7428905963897705
reconvene,convene,re,prefix,2.54,0.743069589138031
unreliable,reliable,un,prefix,3.53,0.7431877255439758
guitarist,guitar,ist,suffix,3.63,0.7435295581817627
reassures,assures,re,prefix,2.57,0.7438414692878723
unwillingness,unwilling,ness,suffix,3.11,0.7442548274993896
successful,success,ful,suffix,4.94,0.7468898892402649
unskilled,skilled,un,prefix,3.05,0.7472481727600098
outfielder,fielder,out,prefix,3.01,0.7479454278945923
selflessness,selfless,ness,suffix,2.62,0.7495789527893066
reassigned,assigned,re,prefix,2.94,0.7500851154327393
unattractive,attractive,un,prefix,3.36,0.752206563949585
rejoined,joined,re,prefix,3.02,0.7526000738143921
unable,able,un,prefix,4.61,0.7549274563789368
redefine,define,re,prefix,3.09,0.7601561546325684
unsuitable,suitable,un,prefix,3.27,0.760623574256897
southward,south,ward,suffix,3.07,0.7611504793167114
replacement,replace,ment,suffix,4.44,0.7649919390678406
unconsciously,consciously,un,prefix,3.04,0.7652856707572937
retirement,retire,ment,suffix,4.53,0.7656486630439758
novelist,novel,ist,suffix,3.61,0.7665484547615051
luxurious,luxury,ous,suffix,3.55,0.7680491805076599
nongovernmental,governmental,non,prefix,2.59,0.768099308013916
unwillingness,willingness,un,prefix,3.11,0.7720509171485901
terrorism,terror,ism,suffix,4.24,0.7728619575500488
postponement,postpone,ment,suffix,3.03,0.7734142541885376
westward,west,ward,suffix,3.35,0.7815812230110168
willingness,willing,ness,suffix,3.82,0.7819893956184387
unsatisfactory,satisfactory,un,prefix,3.05,0.785974383354187
eastward,east,ward,suffix,3.24,0.7892007827758789
terrorist,terror,ist,suffix,4.35,0.7918555736541748
announcement,announce,ment,suffix,4.31,0.7937571406364441
counterclockwise,clockwise,counter,prefix,2.62,0.7950904369354248
undergraduate,graduate,under,prefix,3.85,0.7970741987228394
northward,north,ward,suffix,3.22,0.7974299192428589
unwilling,willing,un,prefix,3.7,0.8012896776199341
playfulness,playful,ness,suffix,2.55,0.8015879988670349
unfavorably,favorably,un,prefix,2.51,0.8080954551696777
unfavourable,favourable,un,prefix,2.79,0.8110653758049011
deployment,deploy,ment,suffix,3.91,0.8124741315841675
resignation,resign,ation,suffix,4.02,0.8144588470458984
implementation,implement,ation,suffix,4.31,0.814936101436615
disadvantages,advantages,dis,prefix,3.49,0.8309080600738525
unfavorable,favorable,un,prefix,3.21,0.8613268136978149
